exp_name,task,model,setup,ckpt_avg,calib,seed,target_lang,metric,score
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,2,vi,ece,0.2912817895412445
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,2,vi,accuracy,0.5991984009742737
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,2,zh,ece,0.2683442234992981
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,2,zh,accuracy,0.6472945809364319
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,3,et,ece,0.3270025849342346
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,3,et,accuracy,0.5370741486549377
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,3,ht,ece,0.3113786578178406
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,3,ht,accuracy,0.5270541310310364
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,3,id,ece,0.335343450307846
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,3,id,accuracy,0.531062126159668
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,3,qu,ece,0.2613679766654968
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,3,qu,accuracy,0.531062126159668
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,3,sw,ece,0.310011625289917
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,3,sw,accuracy,0.4989979863166809
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,3,tr,ece,0.3244498372077942
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,3,tr,accuracy,0.5070140361785889
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,3,vi,ece,0.3246149718761444
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,3,vi,accuracy,0.563126266002655
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,3,zh,ece,0.2568657994270324
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,3,zh,accuracy,0.6352705359458923
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,4,et,ece,0.3518309593200683
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,4,et,accuracy,0.531062126159668
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,4,ht,ece,0.3088241815567016
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,4,ht,accuracy,0.5390781760215759
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,4,id,ece,0.3497014045715332
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,4,id,accuracy,0.5250501036643982
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,4,qu,ece,0.2195037305355072
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,4,qu,accuracy,0.5450901985168457
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,4,sw,ece,0.3193492889404297
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,4,sw,accuracy,0.4929859638214111
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,4,tr,ece,0.3454727530479431
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,4,tr,accuracy,0.5070140361785889
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,4,vi,ece,0.320099800825119
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,4,vi,accuracy,0.5551102161407471
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,4,zh,ece,0.2520753741264343
xcopa_mbert_fft_oob_best,xcopa,mbert,fft,best,none,4,zh,accuracy,0.6312625408172607
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,0,et,ece,0.2584529221057892
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,0,et,accuracy,0.5290580987930298
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,0,ht,ece,0.2275340557098388
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,0,ht,accuracy,0.5370741486549377
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,0,id,ece,0.2587126195430755
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,0,id,accuracy,0.5370741486549377
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,0,qu,ece,0.1481134891510009
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,0,qu,accuracy,0.5390781760215759
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,0,sw,ece,0.2268341481685638
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,0,sw,accuracy,0.5190380811691284
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,0,tr,ece,0.2498800903558731
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,0,tr,accuracy,0.52304607629776
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,0,vi,ece,0.2365533113479614
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,0,vi,accuracy,0.5611222386360168
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,0,zh,ece,0.1976356208324432
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,0,zh,accuracy,0.6232464909553528
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,1,et,ece,0.2684860825538635
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,1,et,accuracy,0.5450901985168457
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,1,ht,ece,0.2660390436649322
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,1,ht,accuracy,0.5150300860404968
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,1,id,ece,0.297188937664032
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,1,id,accuracy,0.5210421085357666
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,1,qu,ece,0.1455382108688354
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,1,qu,accuracy,0.5591182112693787
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,1,sw,ece,0.2361116260290146
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,1,sw,accuracy,0.52304607629776
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,1,tr,ece,0.2676745355129242
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,1,tr,accuracy,0.5070140361785889
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,1,vi,ece,0.2494963854551315
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,1,vi,accuracy,0.5651302337646484
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,1,zh,ece,0.2503235638141632
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,1,zh,accuracy,0.6052104234695435
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,2,et,ece,0.2475261390209198
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,2,et,accuracy,0.5531061887741089
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,2,ht,ece,0.2250348031520843
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,2,ht,accuracy,0.5490981936454773
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,2,id,ece,0.2819836437702179
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,2,id,accuracy,0.5410821437835693
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,2,qu,ece,0.2168906331062317
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,2,qu,accuracy,0.5370741486549377
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,2,sw,ece,0.2534210383892059
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,2,sw,accuracy,0.5130260586738586
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,2,tr,ece,0.3129769265651703
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,2,tr,accuracy,0.4889779686927795
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,2,vi,ece,0.2135511487722396
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,2,vi,accuracy,0.6052104234695435
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,2,zh,ece,0.1957387924194336
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,2,zh,accuracy,0.6412825584411621
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,3,et,ece,0.2604185938835144
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,3,et,accuracy,0.5450901985168457
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,3,ht,ece,0.2647300958633423
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,3,ht,accuracy,0.5070140361785889
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,3,id,ece,0.2835544347763061
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,3,id,accuracy,0.5330661535263062
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,3,qu,ece,0.1882878541946411
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,3,qu,accuracy,0.5330661535263062
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,3,sw,ece,0.2483425140380859
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,3,sw,accuracy,0.509018063545227
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,3,tr,ece,0.2633950114250183
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,3,tr,accuracy,0.5050100088119507
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,3,vi,ece,0.2755694985389709
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,3,vi,accuracy,0.5671342611312866
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,3,zh,ece,0.2177447229623794
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,3,zh,accuracy,0.6212424635887146
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,4,et,ece,0.3325221240520477
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,4,et,accuracy,0.5210421085357666
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,4,ht,ece,0.2575886845588684
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,4,ht,accuracy,0.5110220313072205
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,4,id,ece,0.3064963817596435
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,4,id,accuracy,0.5170340538024902
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,4,qu,ece,0.1806050986051559
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,4,qu,accuracy,0.5290580987930298
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,4,sw,ece,0.2410806268453598
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,4,sw,accuracy,0.5190380811691284
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,4,tr,ece,0.2598981559276581
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,4,tr,accuracy,0.5210421085357666
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,4,vi,ece,0.2698705196380615
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,4,vi,accuracy,0.5611222386360168
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,4,zh,ece,0.2092143595218658
xcopa_mbert_fft_oob_last,xcopa,mbert,fft,last,none,4,zh,accuracy,0.6352705359458923
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,0,et,ece,0.0478745698928833
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,0,et,accuracy,0.6593186259269714
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,0,ht,ece,0.0454002618789672
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,0,ht,accuracy,0.5450901985168457
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,0,id,ece,0.0484428778290748
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,0,id,accuracy,0.6753507256507874
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,0,qu,ece,0.0676241591572761
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,0,qu,accuracy,0.5110220313072205
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,0,sw,ece,0.0350963398814201
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,0,sw,accuracy,0.6332665085792542
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,0,tr,ece,0.0550879836082458
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,0,tr,accuracy,0.6773546934127808
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,0,vi,ece,0.0449588373303413
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,0,vi,accuracy,0.6853707432746887
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,0,zh,ece,0.0518382042646408
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,0,zh,accuracy,0.7134268283843994
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,1,et,ece,0.0352463796734809
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,1,et,accuracy,0.5951904058456421
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,1,ht,ece,0.0838192999362945
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,1,ht,accuracy,0.509018063545227
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,1,id,ece,0.0367623008787632
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,1,id,accuracy,0.6513025760650635
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,1,qu,ece,0.0314060635864734
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,1,qu,accuracy,0.5410821437835693
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,1,sw,ece,0.0370113365352153
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,1,sw,accuracy,0.6072144508361816
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,1,tr,ece,0.0170609336346387
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,1,tr,accuracy,0.609218418598175
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,1,vi,ece,0.033898577094078
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,1,vi,accuracy,0.6312625408172607
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,1,zh,ece,0.0468587912619113
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,1,zh,accuracy,0.6513025760650635
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,2,et,ece,0.0303284674882888
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,2,et,accuracy,0.6472945809364319
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,2,ht,ece,0.0857916176319122
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,2,ht,accuracy,0.52304607629776
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,2,id,ece,0.0236053578555583
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,2,id,accuracy,0.671342670917511
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,2,qu,ece,0.0623242855072021
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,2,qu,accuracy,0.5330661535263062
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,2,sw,ece,0.0498661026358604
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,2,sw,accuracy,0.6052104234695435
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,2,tr,ece,0.0468281880021095
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,2,tr,accuracy,0.6412825584411621
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,2,vi,ece,0.0424463674426078
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,2,vi,accuracy,0.6613226532936096
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,2,zh,ece,0.0430681928992271
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,2,zh,accuracy,0.6813627481460571
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,3,et,ece,0.0321979001164436
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,3,et,accuracy,0.6192384958267212
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,3,ht,ece,0.0624745935201644
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,3,ht,accuracy,0.5551102161407471
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,3,id,ece,0.040661945939064
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,3,id,accuracy,0.6813627481460571
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,3,qu,ece,0.038110964000225
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,3,qu,accuracy,0.5370741486549377
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,3,sw,ece,0.0511832982301712
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,3,sw,accuracy,0.5951904058456421
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,3,tr,ece,0.0371086038649082
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,3,tr,accuracy,0.6492986083030701
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,3,vi,ece,0.0341222882270813
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,3,vi,accuracy,0.6833667159080505
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,3,zh,ece,0.0292595848441123
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,3,zh,accuracy,0.6833667159080505
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,4,et,ece,0.0337739884853363
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,4,et,accuracy,0.5971943736076355
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,4,ht,ece,0.0547303482890129
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,4,ht,accuracy,0.5470941662788391
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,4,id,ece,0.0408546552062034
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,4,id,accuracy,0.6673346757888794
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,4,qu,ece,0.0384342782199382
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,4,qu,accuracy,0.5390781760215759
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,4,sw,ece,0.0332553014159202
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,4,sw,accuracy,0.5951904058456421
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,4,tr,ece,0.0383222177624702
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,4,tr,accuracy,0.6553106307983398
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,4,vi,ece,0.0444561168551445
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,4,vi,accuracy,0.6613226532936096
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,4,zh,ece,0.0412240773439407
xcopa_xlmr_tala_ts_none,xcopa,xlmr,tala,none,ts,4,zh,accuracy,0.6813627481460571
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,0,et,ece,0.1732380390167236
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,0,et,accuracy,0.5430861711502075
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,0,ht,ece,0.1277875155210495
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,0,ht,accuracy,0.5591182112693787
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,0,id,ece,0.1742381006479263
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,0,id,accuracy,0.5370741486549377
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,0,qu,ece,0.1097902804613113
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,0,qu,accuracy,0.5430861711502075
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,0,sw,ece,0.1481755971908569
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,0,sw,accuracy,0.5190380811691284
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,0,tr,ece,0.1772480458021164
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,0,tr,accuracy,0.5050100088119507
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,0,vi,ece,0.1187980100512504
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,0,vi,accuracy,0.5711422562599182
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,0,zh,ece,0.0865494459867477
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,0,zh,accuracy,0.6412825584411621
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,1,et,ece,0.2017972767353058
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,1,et,accuracy,0.563126266002655
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,1,ht,ece,0.2201643586158752
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,1,ht,accuracy,0.5030060410499573
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,1,id,ece,0.2328966110944748
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,1,id,accuracy,0.5430861711502075
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,1,qu,ece,0.1660986244678497
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,1,qu,accuracy,0.5511022210121155
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,1,sw,ece,0.1813880503177642
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,1,sw,accuracy,0.52304607629776
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,1,tr,ece,0.2289953827857971
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,1,tr,accuracy,0.5110220313072205
xcopa_mbert_fft_ls_best,xcopa,mbert,fft,best,ls,1,vi,ece,0.1854136735200882
