exp_name,dataset,model,setup,ckpt_avg,calib,seed,source_lang,target_lang,metric,score
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,0,en,zh,accuracy,0.7213572859764099
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,2,en,ar,ece,0.0815947726368904
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,2,en,ar,accuracy,0.7123752236366272
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,2,en,de,ece,0.0683700069785118
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,2,en,de,accuracy,0.7618762254714966
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,2,en,el,ece,0.0723060145974159
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,2,en,el,accuracy,0.7459082007408142
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,2,en,es,ece,0.0644177123904228
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,2,en,es,accuracy,0.7792415022850037
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,2,en,hi,ece,0.0851426199078559
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,2,en,hi,accuracy,0.7009980082511902
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,2,en,ru,ece,0.0530962608754634
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,2,en,ru,accuracy,0.7620758414268494
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,2,en,sw,ece,0.1265377700328827
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,2,en,sw,accuracy,0.6317365169525146
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,2,en,tr,ece,0.0688950940966606
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,2,en,tr,accuracy,0.7295409440994263
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,2,en,vi,ece,0.0653826370835304
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,2,en,vi,accuracy,0.7512974143028259
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,2,en,zh,ece,0.0707855969667434
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,2,en,zh,accuracy,0.7399201393127441
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,3,en,ar,ece,0.0223177671432495
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,3,en,ar,accuracy,0.7235528826713562
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,3,en,de,ece,0.0282569788396358
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,3,en,de,accuracy,0.7672654986381531
