exp_name,dataset,model,setup,source_lang,target_lang,seed,metric,score
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,de,4,ece,0.0561174824833869
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,de,4,accuracy,0.8880000114440918
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,en,4,ece,0.030504897236824
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,en,4,accuracy,0.9434999823570251
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,es,4,ece,0.0586945079267025
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,es,4,accuracy,0.8989999890327454
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,fr,4,ece,0.0472376532852649
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,fr,4,accuracy,0.9039999842643738
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,ja,4,ece,0.1180125698447227
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,ja,4,accuracy,0.7835000157356262
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,ko,4,ece,0.1406852751970291
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,ko,4,accuracy,0.7710000276565552
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,zh,4,ece,0.1001183837652206
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,zh,4,accuracy,0.8169999718666077
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,de,1,ece,0.0927543267607688
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,de,1,accuracy,0.8790000081062317
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,en,1,ece,0.0490209534764289
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,en,1,accuracy,0.940500020980835
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,es,1,ece,0.0869980752468109
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,es,1,accuracy,0.890500009059906
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,fr,1,ece,0.0816334933042526
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,fr,1,accuracy,0.8980000019073486
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,ja,1,ece,0.174753189086914
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,ja,1,accuracy,0.781000018119812
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,ko,1,ece,0.1860670894384384
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,ko,1,accuracy,0.7749999761581421
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,zh,1,ece,0.1494236290454864
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,zh,1,accuracy,0.8144999742507935
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,de,0,ece,0.0752095803618431
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,de,0,accuracy,0.890999972820282
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,en,0,ece,0.0379434674978256
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,en,0,accuracy,0.9459999799728394
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,es,0,ece,0.0783007964491844
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,es,0,accuracy,0.8880000114440918
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,fr,0,ece,0.0737446695566177
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,fr,0,accuracy,0.8960000276565552
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,ja,0,ece,0.1543407291173935
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,ja,0,accuracy,0.7804999947547913
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,ko,0,ece,0.1674710363149643
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,ko,0,accuracy,0.7754999995231628
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,zh,0,ece,0.1370521187782287
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,zh,0,accuracy,0.8220000267028809
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,de,2,ece,0.068092942237854
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,de,2,accuracy,0.8840000033378601
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,en,2,ece,0.0326183326542377
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,en,2,accuracy,0.94650000333786
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,es,2,ece,0.0667506009340286
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,es,2,accuracy,0.9010000228881836
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,fr,2,ece,0.0561688207089901
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,fr,2,accuracy,0.9035000205039978
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,ja,2,ece,0.150184154510498
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,ja,2,accuracy,0.7714999914169312
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,ko,2,ece,0.1564036011695861
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,ko,2,accuracy,0.7760000228881836
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,zh,2,ece,0.1159983724355697
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,zh,2,accuracy,0.8190000057220459
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,de,3,ece,0.0708799660205841
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,de,3,accuracy,0.8790000081062317
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,en,3,ece,0.0347718447446823
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,en,3,accuracy,0.9394999742507936
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,es,3,ece,0.0649838224053382
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,es,3,accuracy,0.8945000171661377
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,fr,3,ece,0.0590732507407665
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,fr,3,accuracy,0.8999999761581421
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,ja,3,ece,0.1475793719291687
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,ja,3,accuracy,0.7754999995231628
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,ko,3,ece,0.1505641639232635
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,ko,3,accuracy,0.7699999809265137
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,zh,3,ece,0.121433600783348
mslt_en_de_paws_x_xlmr_fft,paws_x,xlmr,fft,en_de,zh,3,accuracy,0.8105000257492065
mslt_en_zh_paws_x_mbert_fft,paws_x,mbert,fft,en_zh,de,4,ece,0.103603184223175
mslt_en_zh_paws_x_mbert_fft,paws_x,mbert,fft,en_zh,de,4,accuracy,0.862500011920929
mslt_en_zh_paws_x_mbert_fft,paws_x,mbert,fft,en_zh,en,4,ece,0.0515331327915191
mslt_en_zh_paws_x_mbert_fft,paws_x,mbert,fft,en_zh,en,4,accuracy,0.934499979019165
mslt_en_zh_paws_x_mbert_fft,paws_x,mbert,fft,en_zh,es,4,ece,0.0882748514413833
mslt_en_zh_paws_x_mbert_fft,paws_x,mbert,fft,en_zh,es,4,accuracy,0.8824999928474426
mslt_en_zh_paws_x_mbert_fft,paws_x,mbert,fft,en_zh,fr,4,ece,0.0811815559864044
